Label,Keywords
ham,"['two years', 'pansy', 'living', 'jungle', 'driving', 'worried']"
ham,"['kanji dont eat anything heavy ok', 'mm']"
ham,"['promise', 'getting', 'soon', 'text', 'morning', 'let', 'know', 'made', 'ok']"
ham,"['find every real life photo', 'go trying', 'ever took', 'lol', 'different']"
ham,"['dont thnk', 'wrong calling', 'us']"
ham,"['need srs model pls send', 'k ill drink', 'mail id pa', 'pa']"
ham,"['aiyah e rain like quite big leh', 'least run home', 'drizzling']"
ham,"['2 docs appointments next week', 'shoving stuff', 'normal body', 'tired', 'ugh']"
ham,"['dun b sad', 'dun thk abt', 'papers k', 'already', 'concentrate', 'ur']"
ham,"['greetings', 'consider', 'excused']"
ham,"['drama pls', 'hot sun', 'strange place', 'serious reppurcussions', 'enough', 'family', 'struggling', 'reason', 'ego', 'going', 'invited', 'actually', 'necessity', 'go', 'wait']"
ham,"['released another italian one today', 'cosign option']"
ham,"['much money everyone', 'weed budget', 'mu', 'try', 'figure', 'gas', 'alcohol', 'jay', 'trying']"
spam,"['valued network customer', 'å 900 reward', 'collect call 09061701444', 'valid 24 hours', 'winner', 'hvae', 'selected', 'receive', 'acl03530150pm']"
ham,"['hcl chennai requires freshers', 'salary upto lt gt', 'suman lt gt', 'excellent english needed', 'voice process', 'call ms', 'telephonic interview', 'via indyarocks', 'com']"
ham,"['dai', 'da', 'send', 'resume', 'id']"
ham,"['lt gt', 'around 5', 'know']"
ham,"['finished c ì_', 'yup']"
ham,"['ask alex', 'remember', 'pizza']"
ham,"['today also', 'da', 'forgot']"
ham,"['wud b self reliant soon dnt worry', 'ola would get back', 'direct link', 'getting cars', 'invest money', 'takes care', 'arrange shipping', 'get', 'shipping', 'maybe', 'today', 'told', 'us', 'bids', 'online', 'cut', 'u', 'partnership', 'rest']"
ham,"['someone tells', 'somebody wants', 'fwiw', 'reason', 'around', 'time', 'smoke', 'gas', 'afford', 'apparently', 'happens', 'light']"
ham,"['constant thought', 'nice visit', 'wait till', 'come home', 'home', 'hello', 'boytoy', 'made', 'love', 'hope', 'kiss']"
ham,"['congrats kano', 'treat maga', 'whr']"
ham,['u talking']
ham,['yup']
ham,['ok']
ham,"['reaching ard 7 smth 8 like dat', 'check e arrival time', 'c ya soon', 'u picking us', 'u wake', 'wat u', 'later rite', 'taking sq825', 'u', 'already']"
ham,"['ì_ faster come', 'yunny', 'walking', 'citylink', 'hungry']"
ham,"['er yep sure', 'props']"
ham,"['get statements 4', 'paying money', 'pleasant surprise', 'u c', 'u', 'hiya', 'account', 'thanks', 'got', 'checked', 'balance', 'acc']"
spam,"['pobox114 14tcr w1 16', 'take part send nokia', 'nokia 6230 plus', 'free digital camera', 'free auction', 'u get', 'u win', 'u', '83383']"
ham,"['lt decimal gt ok', 'ok ill send']"
ham,"['bognor', 'splendid', 'time', 'year']"
ham,"['office da', 'yes']"
ham,"['call later', 'sorry']"
ham,"['joy', 'father', 'john', 'name', 'mandan']"
ham,"['ask abt e movie', 'u wan ktv oso', 'ok']"
ham,"['sending texts', 'atlanta friends', 'old number', 'number', 'misplaced', 'wondering', 'heard', 'year', 'best', 'mcat', 'got']"
ham,"['call later', 'sorry']"
ham,"['might b eatin wif', 'wait 4 ì_ lar', 'ì_ wan', 'dunno lei', 'frens', 'eat']"
ham,"['call later', 'sorry']"
spam,"['å 250 weekly comp', 'free entry', 'word win', 'c www', 'send', '80086', '18', 'txttowin', 'co', 'uk']"
ham,"['ten special people amp u c miracle tomorrow', 'amp', 'say', 'slowly', 'god', 'love', 'need', 'clean', 'heart', 'blood', 'send', 'pls']"
ham,"['2 send files', '2 computers', 'u noe']"
ham,"['day goes well', 'loved waking', 'mmmmm', 'words', 'morning', 'miss', 'love', 'hope', 'happy', 'wait', 'us', 'together']"
ham,"['jay says', 'lt gt', 'put']"
ham,"['come', 'sec', 'somebody', 'want', 'see']"
ham,"['anti sleep medicine', 'sun']"
ham,"['begun registration', 'permanent residency', 'happening', 'gotten', 'job']"
ham,['yup ok']
ham,"['went well', 'claire goes', 'glad', 'come', '11', 'plenty', 'time', 'work']"
ham,"['ok enjoy', 'r u', 'home']"
ham,"['pls pls send', 'relatives coming', 'anything else', 'mail', 'know', 'deliver', 'costs', 'risks', 'benefits', 'thanks']"
ham,['like']
ham,"['combine n c', 'haf', 'lor']"
ham,"['pay anything till 6months', 'monthly amount', 'finishing school', 'terrible']"
ham,"['many players selected', 'hmmm']"
ham,"['start around 8', '9 pm tonite', 'gonna snow', 'said', 'predicting', 'inch', 'accumulation']"
ham,"['dont', 'send', 'plus', 'mode']"
ham,['aiyo please ì_ got time meh']
ham,"['programs well', 'package']"
ham,"['love amp concern prior 2', 'hands together amp fuelled', 'dis chain amp pass', 'grief amp pain', 'shoranur train incident', 'belongs 2', 'pray 4', 'fated 4', 'lets hold', 'pls join', 'stop violence', 'sister', 'family', 'hope', 'tomorrow', 'women']"
ham,"['guys asking', 'last year', 'get', 'slippers', 'gone']"
ham,"['really nice', 'company', 'good', 'environment', 'terrific', 'food']"
spam,"['text82228 get', 'ringtones', 'logos', 'games', 'www', 'txt82228', 'com', 'questions', 'info', 'co', 'uk']"
ham,"['lovely cup', 'promptly dropped', 'fingers getting', 'honestly', 'made', 'tea', 'keys', 'burnt']"
ham,"['e lazy mode today', 'studying surfing lor', 'yup']"
ham,"['please sen', 'kind advice', 'please come', 'try']"
ham,"['c ì_', 'done']"
ham,"['oh fine', 'tonight']"
ham,"['ìï give', 'time', 'walk']"
ham,"['ard 20 mins ok', 'reach']"
spam,"['free mini digital camera', 'stop 80122300p wk sp', 'reply snap', 'quizclub opt', 'rwm ph', 'freemsg', 'awarded', 'collect', 'prize', '08704050406']"
ham,"['never came back', 'fuck babe', 'happened', 'come']"
spam,"['gmw ltd', 'message', 'brought', 'connected']"
ham,"['drive em someplace', 'friends want', 'probably take']"
ham,"['going 2 rain leh', 'xy suggest one', 'u dun wan', 'also thk', 'got gd', 'fast', 'ok']"
ham,"['still getting', 'goods']"
ham,"['maybe', 'pressies']"
ham,"['leave maybe 7ish', 'yeah']"
ham,"['also fine', 'k', 'complete', 'course']"
ham,"['3 words', 'sea', 'lays', 'rock', 'envelope', 'paper']"
ham,"['dr appt next week', 'gonna die', 'told', 'thinks', 'check', 'nothing', 'worried', 'listen']"
ham,"['room', 'need']"
ham,"['dont want', 'hear anything']"
ham,"['hey', 'leave', 'friday', 'wait', 'ask', 'superior', 'tell']"
ham,['ultimately tor motive tui achieve korli']
ham,"['work timing', '5', '2']"
ham,"['march û_ ish', 'û_', 'û', 'worry', 'finished']"
ham,"['jazz flute behind', 'boat rolled', 'house', 'water', 'dock', 'newscaster', 'dabbles', 'wheel']"
spam,"['congrats 2 mobile 3g videophones r', 'videochat wid ur mates', 'play java games', 'dload polyph music', 'call 09063458130', 'noline rentl', 'bx420', 'ip4', '5we', '150p']"
spam,"['next amazing xxx picsfree1 video', '2day text back', 'next video', 'keyword picsfree1', 'one vid', 'sent', 'enjoy', 'enough', 'get']"
ham,"['thats going', 'ruin', 'thesis']"
ham,"['neva mind u eat 1st lor', 'sch']"
ham,"['hey whats', 'u sleeping', 'morning']"
ham,"['contract ran', 'erm', 'thought', 'the4th', 'october']"
ham,"['lets go learn pilates', 'dunno']"
spam,"['å 3 per ten days', 'best mobile content service', 'send stop', 'helpline 08706091795', 'u', 'subscribed', 'uk', '83435']"
ham,"['safety aspects', 'yup', 'elaborating', 'issues']"
spam,"['3 free tarot texts', 'msgs å 1', '3 free', 'try 3', 'love life', 'text chance', '85555 16', 'free', 'find', '50']"
ham,"['goodmorning', 'today', 'late', '1hr']"
ham,"['hi hi hi hi hi hi hi', 'hi happy birthday']"
ham,['outside office take']
ham,"['imma start calling n shit', 'respond imma assume', 'still asleep']"
ham,"['aight', 'see', 'bit']"
ham,"['way call waheed fathima hr', 'superior telling', 'department except', 'friday', 'leave', 'conform']"
spam,"['horniest dogging service', 'sex 2nite', 'txt entry', 'join', 'uk', 'u', 'sign', 'follow', 'instructions', '69888', 'nyt', 'ec2a', '3lp', 'msg', '150p']"
ham,"['developed ovarian cysts', 'aunt flow', '6 months', 'lol', 'take', 'member', 'said', 'visit', 'cause', 'bc', 'way', 'shrink']"
ham,"['still work going', 'small house']"
ham,"['got lt gt', 'got', 'friend', 'says', 'upping', 'order', 'grams', 'get']"
ham,"['tmr timin still da', 'wat cos', 'got lesson', '6']"
ham,"['u let go', 'keep something', 'u', 'û', 'thing', 'apes', 'fight', 'death', 'minute', 'thats']"
spam,"['sunshine quiz wkly q', 'top sony dvd player', 'country liverpool played', 'u know', 'mid week', 'txt ansr', 'å 1', '50 sp', 'win', '82277', 'tyrone']"
ham,"['late notice', 'weeks anyway', 'gonna', 'able', 'home', 'plans']"
ham,"['got fujitsu', 'got', 'ibm', 'hp', 'toshiba', 'lot', 'model', 'say']"
ham,"['okie', 'thanx']"
ham,"['better come', 'gosh', 'pain', 'spose']"
ham,"['iam fine', 'happy amp', 'usual', 'well']"
ham,['okie']
ham,['gonna get rimac access']
ham,"['arestaurant eating squid', '30 wanna dosomething', 'im', '10', 'late']"
ham,"['call times job today ok umma', 'ask', 'speed']"
ham,"['4 hrs last nite 2 today', 'call wen u finish wrk', 'hello u', 'wiv u', 'fancy meetin', 'wrk', 'tonite', 'need', 'break', 'dabooks']"
ham,"['r u sam p', 'go 2', 'eachother', 'meet', 'house']"
ham,"['starring role like', 'yeah', 'lol', 'luckily']"
ham,['hello madam']
ham,"['awesome', 'text', 'restocked']"
ham,"['iam fine', 'happy amp', 'usual', 'well']"
spam,"['enter r weekly draw 4', 'å 250 gift voucher 4', 'knock knock txt whose', 'yr choice', 'cs www', 'com age16', 'stoptxtstopå 1', '50 week', '80082', 'store', 'tkls']"
ham,"['innocent fun', 'yes']"
ham,"['mental ability question', 'thanks', 'sending']"
ham,"['going smoothly', 'really hoped', 'extra cash', 'challenging time', 'sir', 'hope', 'day', 'wont', 'bother', 'bills', 'settle', 'month', 'know', 'also', 'let']"
ham,"['lt gt', '2 aha', '2marrow', 'wed']"
ham,"['ur hon lab', 'went', 'one']"
ham,"['cant pick', 'phone right', 'pls send', 'message']"
ham,"['excellent location wif breakfast hamper', 'hey pple', '5 nights', '700', '900']"
spam,"['mailbox messaging sms alert', 'please call back', 'matches cc100p min', '40 matches', '21870000 hi', 'forwarded', '09056242159', 'retrieve', 'messages']"
ham,['come']
ham,"['hows ur day', 'bad thanks', 'b home', 'reality check', 'lol', 'nah', 'good', 'quite', 'u', 'anything', 'website']"
ham,['ok lor']
ham,['coming home 4 dinner']
ham,"['al r', 'lt gt', 'da']"
spam,"['every week get', 'free ring tone', 'new tone', 'text polys', 'å 1', '50 wk', '87131', '0870737910216yrs']"
ham,"['unni thank', 'dear', 'recharge', 'rakhesh']"
ham,"['particular dramastorm', 'know', 'lacking', 'details', 'part', 'worried']"
ham,"['tmr forfeit', 'haha', 'cant']"
ham,"['hear u treated urself', 'glad u r better', 'fab new year', 'c u', 'digi cam', 'coupla wks', 'r', 'hey', 'good', '9pm']"
ham,"['going back', 'way']"
spam,"['000 bonus caller prize', '02 06 03', 'call 09066362206 asap', 'å 2', '2nd attempt', 'urgent', 'mobile', '077xxx', 'reach', 'box97n7qp', '150ppm']"
ham,"['cal', 'sir', 'meeting']"
ham,"['v see', 'love', 'hear', 'sundayish']"
ham,"['sorry da thangam', 'sorry', 'held', 'prasad']"
ham,"['tiwary', 'rcb', 'battle', 'bang', 'kochi']"
ham,"['thank god', 'bed']"
ham,"['regular checkup aka pap smear', 'moms making', 'big deal', 'cancer']"
ham,['gobi arts college']
ham,"['wants', 'talk']"
ham,"['pandy joined 4w technologies today', 'got job']"
spam,"['40gb ipod mp3 player', 'ibhltd ldnw15h 150p mtmsgrcvd18', 'latest nokia phone', 'å 500 prize', 'txt word', 'guaranteed', 'collect', '83355']"
ham,"['get lost', 'tee hee', 'try', 'fact']"
ham,"['reply toll free', 'maneesha v', 'hi', 'spoke', 'like', 'know', 'satisfied', 'experience', 'yes']"
ham,"['friends use', 'call']"
ham,"['call later', 'sorry']"
ham,"['great time', 'em', 'olowoyey', 'usc', 'edu', 'argentina', 'sad', 'secretary', 'everything', 'blessing']"
ham,"['pos argh ok', 'taxt massage', 'tie', 'lool']"
ham,"['lt gt dollar loan', 'please get', 'mid february', 'hi', 'pay', 'back', 'pls']"
ham,"['might want', 'much confidence', 'money management', 'pull', 'case', 'plan', 'spending', 'derek', 'taylor']"
ham,"['like shaking', 'dance floor', 'booty']"
ham,"['text', 'get', 'call', 'phones', 'problems']"
ham,"['drug anymore', 'need']"
ham,"['sorry da', 'lil busy', 'thought', 'calling', 'lot', 'times', 'call', 'noon']"
ham,"['nt scarcasim', 'sarcasm']"
ham,"['great', 'run', 'ttyl']"
ham,"['feel like trying kadeem', 'v']"
ham,['dai lt gt naal eruku']
ham,"['wat abt u', 'yet chikku']"
ham,['ok']
ham,"['lunch today', 'want', 'finally']"
ham,"['know', 'dad', 'back']"
spam,"['hello darling', 'would love', 'look like', 'today', 'chat', 'dont', 'tell', 'sexy']"
spam,"['uk pobox 36504 w4 5wq norm 150p tone 16', 'no1 nokia tone 4 ur mob every week', 'tell ur mates www', '8007 get txting', '1st week', 'txt nokia', '8007 free', 'getzed', 'co']"
ham,"['bro amongst bros', 'remains']"
ham,"['r u meeting da ge', 'nite tmr']"
ham,"['went home early', 'nice day', 'feel fine', 'impressively', 'sensible', 'boring', 'remember']"
ham,"['looking good', 'de']"
spam,"['want real dogging locations sent direct', 'wanna get laid 2nite', 'largest dogging network', '3lp å 1', 'ur mobile', 'txt park', '50 msg', 'join', 'uk', '69696', 'nyt', 'ec2a']"
spam,"['new nokia fone', 'camcorder hit reply', 'call 08000930705', 'tried', 'contact', 'response', 'offer', 'delivery']"
ham,"['management office later', 'bank later also', 'yes', 'replied', 'mail', 'going', 'plus', 'wednesday']"
ham,"['like lt gt ish', 'cool', 'come']"
ham,"['super msg da', 'nalla timing']"
ham,"['good afternoon', 'feeling today', 'good boy', 'boytoy', 'better', 'hope', 'obedient', 'slave', 'please', 'queen']"
ham,"['6 ft', 'good combination']"
ham,"['pouts stomps feet', 'sick', 'needy', 'want', 'slave']"
ham,"['train back', 'northampton', 'afraid']"
ham,"['abj', 'serving', 'staying', 'dad', 'alone']"
ham,"['playng 9 doors game', 'gt racing', 'phone lol']"
spam,"['order follow instructions', 'new tones', 'week include', 'sara jorge', 'next message', '1', 'mcfly', 'ab', '2', 'shock', '3', 'smith', 'switch']"
ham,"['lt decimal gt', 'lt gt afternoon', 'murder took place', 'u r brilliant', 'police questioned everyone', 'wife called police', 'went 2 play', 'police arrested', 'went 2', 'found murdered', 'picking vegetables', 'post office', 'murderer immediately', '2', 'wife', 'solve', 'case', 'man', '1', '3', 'sir', 'sleeping', '4', 'cook', 'cooking', '5', 'gardener', '6', 'house', 'maid', '7', 'children', '8', 'neighbour', 'marriage', 'reply', 'reason']"
ham,['da bus going home']
ham,"['landline number', 'anna nagar', 'got', 'call', 'asked', 'come', 'go', 'afternoon']"
ham,"['okay', 'chasing', 'dream', 'good', 'next']"
ham,"['oredi booked slots 4', 'weekends liao', 'yupz']"
spam,"['å 800 prize guaranteed', 'todays draw shows', 'contact u', 'call 09050003091', 'land line', 'claim c52', 'valid 12hrs', 'urgent', 'trying']"
ham,"['sony ericson also der', 'r many model', 'luks good bt', 'lt gt', 'forgot modl']"
ham,['okie']
ham,"['cheesy songs', 'yes', 'know', 'frosty', 'snowman']"
ham,"['vikky vl c witin lt gt mins', 'il reply u', 'ya ok']"
spam,"['latest sports news str 2 ur mobile 1 wk free plus', 'uk 0870141701216 norm 4txt 120p', 'free tone txt sport', 'sports fans', '8007 www', 'get', 'getzed', 'co']"
ham,"['hey tmr meet', 'bugis 930']"
spam,"['call b4 10th sept take', '800 free flights', 'friend 4 free', 'urgent urgent', 'give away', 'call', 'europe', 'claim', '09050000555', 'ba128nnfwfly150ppm']"
ham,"['nice new shirts', 'nudist themed _', 'thing', 'wear', 'mu']"
ham,"['hey sexy buns', 'day', 'word', 'morning', 'ym', 'think']"
ham,"['still hook', 'whenever', 'see']"
ham,"['like going 2 rain soon', 'go pump petrol lor', 'going home', 'nope']"
ham,"['use foreign stamps', 'whatever', 'send']"
spam,['88066 lost å 12 help']
ham,"['oh baby', 'new pictures', 'house', 'come', 'dont', 'facebook']"
ham,"['lose ur luv 4 evr', '3 comes back u', 'u ignore dis u', 'person u luv', 'feb lt gt', 'love u', 'send dis', 'gt married', 'valued frnds', 'ur', 'day', 'evn']"
ham,"['hav signal', 'hiya', 'sorry', 'seen', 'heard', 'neither', 'unusual', 'put', 'case', 'get', 'sort', 'hugs', 'snogs']"
ham,"['omw back', 'west palm', 'tampa', 'hear', 'happened']"
ham,"['thanx 4 printing n handing', 'yup', 'already']"
spam,"['uks fastest growing mobile dating service', 'optout txt stop', 'reply date', 'msgs rcvd', 'freemsg', 'fancy', 'flirt', 'join', '25p', '83021']"
ham,"['come chase', 'many movies', 'mean', 'stated', 'watch', 'want']"
ham,"['took tablets', 'reaction morning']"
spam,"['get latest camera phones 4 free', 'double mins double txt', 'call mobileupd8 free', 'great new offer', 'best orange tariffs', '08000839402', '2stoptxt', 'cs']"
ham,"['perpetual dd', 'nah']"
ham,"['sorry de', 'went', 'shop']"
spam,"['new content', 'text stop', '08712400602450p provided', 'hope', 'enjoyed', '61610', 'unsubscribe', 'help', 'tones2you', 'co', 'uk']"
ham,"['wen ur lovable bcums angry wid u', 'childish n true way', 'care n luv', 'showing deep affection', 'nice day da', 'dnt take', 'angry', 'kettoda manda', 'seriously', 'coz']"
ham,"['still want', 'steam bath', 'go bathe', 'go', 'hey', 'yogasana', 'coz', 'end', 'cine', 'hav']"
ham,"['neva develop da photos lei', 'nope', 'drivin']"
ham,"['haha wat time u going', 'pract lessons', 'going', 'thinking', 'reg', 'flung', 'advance']"
ham,"['lt gt inches long', 'cool', 'hope', 'like', 'big']"
ham,"['lt gt th january', 'including post office', 'public holiday', 'house', 'maid', 'murderer', 'coz', 'man', 'murdered', 'govt', 'instituitions', 'closed', 'understand']"
ham,"['okie', 'thanx']"
spam,"['unsubscribe send get euro stop', '18 days', 'euro2004 kickoff', 'kept informed', 'latest news', 'results daily', 'u', '83222']"
ham,"['n buy', 'juz buy', 'go', 'get', 'lar']"
ham,['ok lor']
ham,"['working technical support', 'voice process']"
ham,"['justbeen overa week since', 'broke', 'already', 'brains', 'going', 'mush']"
ham,"['great day', 'tunde', 'wishing', 'abiola']"
ham,"['c ì_', 'nope']"
ham,"['medical missions', 'nigeria']"
ham,"['movies', 'laptop']"
ham,"['dont u want', 'whatsup', 'sleep']"
spam,"['luxury 4 canary islands holiday await collection', 'urgent please call 09066612661', 'å 5000 cash', 'cs sae award', '16 ûï', 'landline', '20m12aq', '150ppm']"
spam,"['complimentary 4 lux costa del sol holiday', 'å 1000 cash await collection', 'please call 09066612661', 'ppm 150 sae', 'cs james 28', 'urgent', 'landline', 'eh74rr']"
ham,"['havent lei', 'next mon']"
ham,"['mm feeling sleepy', 'shall get', 'today', 'dear']"
ham,"['wont tell anything', 'wont talk', 'dare', 'stupid', 'hear']"
ham,"['ì_ noe', 'ben', 'going']"
ham,"['mag meeting', 'avo', 'point']"
ham,"['meant middle left', 'right']"
ham,"['really', 'crashed', 'cuddled', 'sofa']"
ham,"['hi chachi tried calling u', 'u c tiz msg kanagu', 'reach u', 'pl give', 'missed cal', 'unable']"
ham,"['lt gt g', 'sent', 'prices', 'mean']"
ham,['much buzy']
ham,['nothing']
spam,"['hg suite342 2lands row w1j6hl ldn', '150p msg rcvd', 'send chat', '18 years', 'know u', 'u', 'know', '86688', 'let', 'find']"
ham,"['ringing u thing', 'loving u', 'whole houseful', 'screaming brats', 'working', 'pulling', 'hair']"
ham,"['feel like died', 'one called', 'family', 'responding', 'anything', 'room', 'went', 'home', 'diwali', 'coming', 'makes']"
ham,"['tick', 'babe']"
ham,"['r ì_ going 4 today', 'meeting']"
ham,"['k da', 'many page', 'want']"
ham,"['onion roast', 'ya']"
ham,"['give reply tomorrow morning', 'send', 'number', 'said', 'like', 'ok']"
ham,"['said', 'problem', 'let', 'know']"
ham,"['hr b4 u come', 'need 2 prepare', 'ok', 'tell', 'half']"
ham,"['tok 2 u lor', 'play w computer', 'aiyah']"
ham,"['sat right', 'okay thanks']"
ham,"['three drug abusers', 'always wants', 'derp', 'worse', 'dude', 'party', 'files', 'complaint', 'lives']"
ham,"['ok chinese food', 'get fat', 'way', 'paying', 'lipo']"
ham,['r outside already']
ham,"['good trip', 'get back', 'must decide', 'watch', 'remember', 'easter']"
ham,"['yo', 'watching', 'movie', 'netflix']"
ham,"['prob 3', 'time', 'û']"
ham,"['really ah', 'dun mind', 'dun seen', 'meh', 'thgt', 'clash', 'lost', 'weight', 'gee']"
ham,"['dont thnk', 'wrong calling', 'us']"
ham,"['night menu', 'noon menu', 'sure', 'know']"
ham,"['arr birthday today', 'wish', 'get', 'oscar']"
ham,"['ten special people amp u c miracle tomorrow', 'amp', 'say', 'slowly', 'god', 'love', 'need', 'clean', 'heart', 'blood', 'send', 'pls']"
ham,"['put plus sign', 'user name place', 'open rebtel', 'two numbers', 'display okay', 'lower number', 'number', 'firefox', 'loads', 'show', 'pick', 'pin']"
ham,"['various points', 'picking']"
spam,"['69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx', 'married local women looking', '5 real matches instantly', 'discreet action', 'text match', 'phone']"
ham,"['wow v v impressed', 'funs shopping']"
ham,"['ur home', 'way']"
spam,"['get 2 burger king', 'wanna play footy', 'burger king', 'top stadium', '1st sept', 'go large', 'super', 'coca', 'cola', 'walk', 'winner']"
ham,"['problem', 'talk', 'later']"
ham,['ur sis']
ham,"['customer place', 'still']"
spam,"['little time', 'come', 'takes', 'child', 'afraid', 'dark', 'become', 'teenager', 'wants', 'stay', 'night']"
ham,"['dude u knw also telugu', 'thts gud', 'gud nyt', 'k']"
ham,"['confirm eating', 'esplanade']"
ham,"['send', 'id', 'password']"
ham,"['part ordered n taking', 'exhaust needs replacing', 'fixed tomo morning', 'centre part', 'kind', 'took', 'garage']"
spam,"['å 250 cash every wk txt', 'tv custcare 08712405022', '1x150p wk', 'ur chance', 'win', 'action', '80608', 'c', 'www', 'movietrivia']"
ham,"['well', 'might', 'come']"
ham,"['like 5 minutes', 'long', 'quit', 'get', 'day']"
ham,"['likely called mittelschmertz', 'paracetamol dont worry', 'dont', 'google', 'go']"
ham,"['steam sales pee', 'check today', 'come get', 'get', 'well', 'right', 'gonna', 'text', 'want']"
ham,"['couple days lt 3', 'arrived', 'see']"
ham,"['tht incident', 'k', 'wat']"
ham,"['yeah get', 'unlimited']"
ham,"['still got conclusion n contents pg n references', 'da contents pg n cover pg', 'thk shd b enuff', 'b', 'cthen']"
ham,"['phone dead yet', '3 years', 'forgot', 'takes', 'shower', 'sorry']"
ham,"['ìï got wat', 'buy tell us', 'ì_', 'need', 'come']"
ham,"['bring success', 'big', 'god']"
spam,"['every 9th player wins min å 50', 'u ûªve bin awarded å 50', 'play 4 instant cash', 'å 500', 'call 08715203028', 'optout 08718727870', 'claim']"
ham,"['back next wed', 'c u soon', 'r stayin', 'extra week', 'û_', 'rugby', 'weekend', 'hi', 'ham']"
ham,"['campus', 'library']"
ham,"['affidavit says lt gt e twiggs st', 'courtroom lt gt', 'lt time gt', 'division g', 'double check', 'text', 'tomorrow']"
ham,"['creep', '_']"
ham,"['lt url gt', 'valentines day', 'tell', 'friends', 'plan']"
ham,"['ten billion calls', 'get', 'texts', 'help', 'god']"
ham,"['gud evng musthu', 'forwarded message', 'purity', 'friendship', 'two', 'smiling', 'reading', 'seeing', 'name']"
ham,"['told', 'returned', 'order']"
ham,"['lt gt th january', 'including post office', 'public holiday', 'house', 'maid', 'murderer', 'coz', 'man', 'murdered', 'govt', 'instituitions', 'closed']"
ham,"['u going lor', 'depends']"
ham,"['keep away', 'smile', 'right', 'go', 'world', 'wonder', 'smiling', 'think', 'crazy', 'grins']"
spam,"['freemsg fav xmas tones', 'reply real']"
ham,"['lil fever', 'fine']"
ham,"['think', 'still', 'car']"
ham,[]
spam,"['latest colour camera mobile', 'mobile update co free', 'mobile 11mths', 'update', 'free', 'december', 'entitled', 'call', '08002986906']"
ham,"['big strong hands', 'yes princess', 'want', 'catch']"
ham,"['oh yeah', 'take 2', 'forgot', 'u', 'shopping']"
ham,"['call radio', 'mm', 'asked']"
ham,"['thinkin', 'someone', 'good', 'drugs']"
ham,"['ten special people amp u c miracle tomorrow', 'amp', 'say', 'slowly', 'god', 'love', 'need', 'clean', 'heart', 'blood', 'send', 'pls']"
ham,"['ur loved ones', 'loved truly', 'possessiveness poured', 'golden gift', 'enjoy', 'showers', 'u', 'bcoz', 'world', 'lies']"
ham,"['alright', 'sure', 'let', 'know', 'leaving']"
ham,"['might get lucky', '2 hours', 'lasting', 'much']"
ham,"['pls send', 'genius', 'brother', 'number', 'skype']"
spam,"['8007 eg poly breathe1 titles', 'mobs direct 2u rply', 'gr8 poly tones 4', 'uk pobox365o4w45wq 300p', 'poly title', 'crazyin', 'sleepingwith', 'finest', 'ymca', 'getzed', 'co']"
ham,"['r ur goin 4 dinner den', 'em find wtc', 'might b able', 'e rest', 'dunno yet', 'goin', 'thk', 'far', 'weiyi', 'join']"
ham,"['good boy always', 'private property', 'passionate kiss', 'forget', 'owns']"
spam,"['christmas call 0800 505060', 'order interflora flowers', 'midnight tomorrow', 'interflora', 'order', 'åòit', 'late', 'place']"
ham,"['oh god', 'taken', 'teeth', 'paining']"
spam,"['romcapspam everyone around', 'responding well', 'presence since', 'real breath', 'warm', 'outgoing', 'bringing', 'sunshine']"
ham,"['u ask darren go n pick u lor', 'oso sian tmr haf 2 meet lect']"
ham,"['eat maggi mee', 'buy lunch', 'need']"
spam,"['good friend u', '000 xmas prize', '10p per minute', 'å 2', '2 claim', 'call 08712103738', 'congratulations', 'thanks', 'easy', 'bt', 'national', 'rate']"
ham,['ok lor']
ham,"['really nasty cough today', 'dry n shot', 'really help', 'oh right', 'make sure', 'ok', 'loads', 'work', 'day', 'got']"
ham,"['murder exactly', 'wife', 'knew', 'time']"
spam,"['txt love name1 name2 mobno eg love adam eve 07123456789', 'logo 2 ur lover', '2 names joined', 'pobox36504w45wq txtno 4', '87077 yahoo', 'ads 150p', 'send', 'heart']"
ham,"['persons story', 'howz']"
ham,"['thanx 4 sending', 'home']"
ham,"['normally hot mail', 'com', 'see']"
spam,"['collect call 09058099801 b4190604', 'euro2004 cup final', 'å 800 cash', 'pobox 7876150ppm', 'tkts']"
ham,"['u sick still', 'go shopping']"
ham,"['become quite black', 'full pimples', 'ur rite', 'wearing sweatter', 'ya', 'well', 'fine', 'bbd', 'pooja', 'even', 'cold']"
ham,"['nice', 'working']"
ham,"['reach home call', '1']"
ham,"['chinese food place around', 'trying', 'find']"
ham,"['easy mate', 'quick drink', 'bit ambitious', 'guess']"
ham,"['sad without', 'babe', 'miiiiiiissssssssss', 'need', 'crave', 'geeee', 'love']"
ham,['ok thanx']
ham,"['aathi', 'dear']"
ham,"['great day', 'tunji', 'queen', 'wishing', 'abiola']"
ham,"['u get 6missed u marry ur lover', 'many miss calls u get', 'today iz yellow rose day', 'ur frndz amp see', '1 misscall amp send', 'u love', 'frndship give']"
ham,"['class', 'hours', 'sorry']"
ham,['wat time u finish ur lect today']
spam,"['crazy frog sound', 'poly text mad1', 'real text mad2', '6 crazy sounds', '3 gbp week', 'free', 'message', 'jamster', 'get', '88888', '16', 'c', 'apply']"
